"GEOID10","YEAR","GEO_ID","Census_Tract_Name","Total_Population","Total_Asian","Total_HispanicLatino","Total_Black","Total_White","Median_FAMILIES_Income","Total_Occupied_Housing_Units","Owner_occupied_housing_units","Renter_occupied_housing_units","Total_Families","Percent_Below_Poverty_Level_All_Families","Women_15_to_50_years","Women_15_to_50_years_with_poverty_status_determined","Women_15_to_50_yrs_below_100_percent_of_poverty_level","Women_16_to_50_years_LABOR_FORCE_STATUS","Women_16_to_50_years_LABOR_FORCE_STATUS_In_labor_force","Women_15_to_50_yrs_PUBLIC_ASSISTANCE_INCOME_IN_THE_PAST_12_MONTHS_Received_public_assistance_income","Women_with_births_in_the_past_12_months_Number_Women_15_to_50_years","Women_15_to_50_years_High_school_graduate_includes_equivalency","Women_15_to_50_years_Bachelors_degree","total_alaska","total_islander","total_other","new_pop","Prop_Asian","Prop_Hispanic_Latino","Prop_Black","Prop_White","Prop_Owner","Prop_Renter","Prop_women15to50","Prop_PovertyStatusDetermined_women15to50","Prop_Below100percPoverty_women15to50","Prop_ReceivedPublicAssistanceIncome_women15to50","Prop_InLaborForce_women16to50","Prop_BirthsInPast12Months_women15to50","Prop_HighschoolGrad_women15to50","Prop_BachelorsDegree_women15to50","violent","nonviolent","Total","violent_rate","nonviolent_rate","imm_dang","unsafe","violation"
"42101008801",2013,"1400000US42101008801","Census Tract 88.01, Philadelphia County, Pennsylvania",988,364,139,124,1108,"36071",232,0,232,44,"0.0",863,200,128,863,189,0,0,127,54,44,0,18,1658,0.2195416,0.08383595,0.0747889,0.668275,0,1,0.5205066,0.2317497,0.64,0,0.2190035,0,0.1471611,0.06257242,22,67,1745,1260.74498567335,3839.54154727794,NA,0,9
"42101008801",2014,"1400000US42101008801","Census Tract 88.01, Philadelphia County, Pennsylvania",2001,420,147,181,1253,"36136",154,0,154,30,"0.0",1031,162,125,1031,231,0,0,114,23,18,29,19,1920,0.21875,0.0765625,0.09427083,0.6526042,0,1,0.5369792,0.157129,0.7716049,0,0.2240543,0,0.1105723,0.02230844,10,87,2001,499.750124937531,4347.82608695652,NA,0,14
"42101008801",2015,"1400000US42101008801","Census Tract 88.01, Philadelphia County, Pennsylvania",2302,465,185,220,1452,"(X)",130,0,130,28,"0.0",1268,185,140,1268,329,7,0,111,22,0,34,53,2224,0.2090827,0.08318345,0.09892086,0.6528777,0,1,0.5701439,0.1458991,0.7567568,0.005520505,0.2594637,0,0.08753943,0.01735016,14,71,2302,608.166811468289,3084.27454387489,NA,0,5
"42101008801",2016,"1400000US42101008801","Census Tract 88.01, Philadelphia County, Pennsylvania",2272,415,176,255,1473,"-",148,0,148,24,"0.0",1267,212,174,1267,364,6,0,94,26,19,29,41,2232,0.1859319,0.07885305,0.1142473,0.6599462,0,1,0.5676523,0.1673244,0.8207547,0.004735596,0.2872928,0,0.074191,0.02052092,21,56,2272,924.295774647887,2464.78873239437,NA,0,10
"42101008801",2017,"1400000US42101008801","Census Tract 88.01, Philadelphia County, Pennsylvania",2320,470,172,225,1503,"76250",173,0,173,28,"0.0",1304,227,179,1304,445,6,0,65,57,15,27,42,2282,0.2059597,0.07537248,0.09859772,0.6586328,0,1,0.5714286,0.1740798,0.7885463,0.004601227,0.3412577,0,0.04984663,0.04371166,25,68,2320,1077.58620689655,2931.03448275862,NA,1,4
"42101008802",2010,"1400000US42101008802","Census Tract 88.02, Philadelphia County, Pennsylvania",6983,1259,364,829,3568,"23571",1285,16,1269,156,"40.4",3363,1598,1222,3363,1296,0,34,140,570,21,0,63,5740,0.219338,0.06341463,0.1444251,0.6216028,0.01245136,0.9875486,0.5858885,0.475171,0.7647059,0,0.3853702,0.01011002,0.0416295,0.1694915,78,240,5861,1330.8309162259,4094.86435761815,NA,0,17
"42101008802",2011,"1400000US42101008802","Census Tract 88.02, Philadelphia County, Pennsylvania",6632,1522,331,665,4327,"24036",1307,94,1213,218,"26.6",3192,1405,1085,3192,1467,0,0,238,584,0,0,58,6572,0.2315886,0.05036519,0.1011869,0.6583993,0.07192043,0.9280796,0.4856969,0.4401629,0.772242,0,0.4595865,0,0.0745614,0.1829574,72,246,6632,1085.64535585042,3709.28829915561,NA,0,43
"42101008802",2012,"1400000US42101008802","Census Tract 88.02, Philadelphia County, Pennsylvania",7397,1524,301,699,4955,"24850",1400,25,1375,181,"37.0",3427,1850,1515,3427,1396,0,0,262,454,0,0,120,7298,0.2088243,0.04124418,0.09577967,0.6789531,0.01785714,0.9821429,0.4695807,0.5398308,0.8189189,0,0.4073534,0,0.07645171,0.1324774,63,200,7397,851.696633770447,2703.7988373665,NA,0,22
"42101008802",2013,"1400000US42101008802","Census Tract 88.02, Philadelphia County, Pennsylvania",6983,1433,366,724,4770,"23750",1297,11,1286,156,"46.2",3431,1926,1641,3431,1101,0,0,341,356,0,0,159,7086,0.2022297,0.05165114,0.1021733,0.6731583,0.00848111,0.9915189,0.4841942,0.5613524,0.8520249,0,0.3208977,0,0.09938793,0.1037598,63,204,7255,868.366643694004,2811.8538938663,NA,0,22
"42101008802",2014,"1400000US42101008802","Census Tract 88.02, Philadelphia County, Pennsylvania",7489,1505,469,606,4848,"26620",1351,77,1274,183,"21.9",3478,2074,1736,3478,1113,0,0,308,260,0,0,379,7338,0.2050968,0.06391387,0.08258381,0.6606705,0.05699482,0.9430052,0.4739711,0.5963197,0.8370299,0,0.3200115,0,0.08855664,0.07475561,56,229,7489,747.763386299907,3057.81813326212,NA,0,68
"42101008802",2015,"1400000US42101008802","Census Tract 88.02, Philadelphia County, Pennsylvania",6881,1619,417,716,4216,"50326",1366,82,1284,198,"18.7",3351,1753,1373,3351,972,0,0,275,293,0,0,146,6697,0.24175,0.06226669,0.1069135,0.6295356,0.06002928,0.9399707,0.5003733,0.5231274,0.7832288,0,0.2900627,0,0.08206506,0.08743659,53,163,6881,770.236884173812,2368.84173811946,NA,0,33
"42101008802",2016,"1400000US42101008802","Census Tract 88.02, Philadelphia County, Pennsylvania",6680,1547,394,826,3961,"-",1338,97,1241,169,"7.7",3408,1877,1385,3408,1099,0,0,258,281,0,0,150,6484,0.2385873,0.06076496,0.1273905,0.6108883,0.07249626,0.9275037,0.5256015,0.5507629,0.7378796,0,0.3224765,0,0.07570423,0.08245305,90,174,6680,1347.30538922156,2604.79041916168,NA,0,26
"42101008802",2017,"1400000US42101008802","Census Tract 88.02, Philadelphia County, Pennsylvania",6452,1469,416,1121,3554,"-",1312,100,1212,170,"7.6",3144,1607,1153,3144,1097,13,0,218,363,0,0,102,6246,0.2351905,0.06660263,0.1794749,0.5690042,0.07621951,0.9237805,0.5033622,0.5111323,0.717486,0.00413486,0.3489186,0,0.06933842,0.115458,65,201,6452,1007.43955362678,3115.31308121513,NA,5,15
"42101009000",2010,"1400000US42101009000","Census Tract 90, Philadelphia County, Pennsylvania",5576,592,165,235,3100,"107955",1094,151,943,102,"0.0",1389,711,372,1389,662,11,0,433,129,0,0,136,4063,0.1457051,0.04061039,0.05783904,0.762983,0.1380256,0.8619744,0.3418656,0.511879,0.5232068,0.007919366,0.4766019,0,0.3117351,0.09287257,60,216,4176,1436.7816091954,5172.41379310345,NA,0,42
"42101009000",2011,"1400000US42101009000","Census Tract 90, Philadelphia County, Pennsylvania",4771,994,139,433,3206,"96827",1058,121,937,69,"0.0",1834,832,557,1834,701,0,26,356,152,0,0,85,4718,0.2106825,0.02946164,0.09177618,0.6795252,0.1143667,0.8856333,0.388724,0.4536532,0.6694712,0,0.3822246,0.01417666,0.1941112,0.08287895,52,164,4771,1089.91825613079,3437.4345001048,NA,0,65
"42101009000",2012,"1400000US42101009000","Census Tract 90, Philadelphia County, Pennsylvania",5022,941,201,424,3467,"131042",1102,146,956,117,"0.0",2054,880,552,2054,754,0,29,484,175,0,0,127,4959,0.189756,0.04053237,0.08550111,0.6991329,0.1324864,0.8675136,0.4141964,0.4284323,0.6272727,0,0.3670886,0.01411879,0.2356378,0.08519961,47,165,5022,935.882118677818,3285.54360812425,NA,0,105
"42101009000",2013,"1400000US42101009000","Census Tract 90, Philadelphia County, Pennsylvania",5576,1080,270,382,3637,"61406",1087,104,983,73,"0.0",2216,992,697,2216,710,0,26,581,153,0,0,174,5273,0.204817,0.05120425,0.07244453,0.6897402,0.09567617,0.9043238,0.4202541,0.4476534,0.702621,0,0.3203971,0.01173285,0.2621841,0.06904332,33,171,5428,607.958732498158,3150.33161385409,NA,0,57
"42101009000",2014,"1400000US42101009000","Census Tract 90, Philadelphia County, Pennsylvania",5774,1269,278,381,3740,"51250",1031,83,948,95,"13.7",2577,1239,917,2577,803,0,29,610,203,0,0,110,5500,0.2307273,0.05054545,0.06927273,0.68,0.08050436,0.9194956,0.4685455,0.4807916,0.740113,0,0.3116026,0.0112534,0.2367094,0.07877377,32,213,5774,554.20852095601,3688.95046761344,NA,0,53
"42101009000",2015,"1400000US42101009000","Census Tract 90, Philadelphia County, Pennsylvania",6124,1228,336,430,4067,"51731",1016,135,881,164,"11.6",2717,1285,970,2717,897,0,25,586,211,0,0,95,5820,0.2109966,0.05773196,0.07388316,0.6987973,0.132874,0.867126,0.4668385,0.4729481,0.7548638,0,0.3301435,0.009201325,0.2156791,0.07765918,38,114,6124,620.50947093403,1861.52841280209,NA,1,62
"42101009000",2016,"1400000US42101009000","Census Tract 90, Philadelphia County, Pennsylvania",6173,1235,348,404,4047,"-",963,131,832,179,"10.6",2702,1239,854,2702,927,0,0,560,325,10,0,100,5796,0.213078,0.06004141,0.06970324,0.6982402,0.1360332,0.8639668,0.4661836,0.4585492,0.6892655,0,0.3430792,0,0.2072539,0.1202813,39,131,6173,631.783573627086,2122.14482423457,NA,1,23
"42101009000",2017,"1400000US42101009000","Census Tract 90, Philadelphia County, Pennsylvania",6072,1208,424,404,4013,"110197",954,111,843,151,"13.2",2738,1251,869,2738,1058,0,0,590,308,11,0,83,5719,0.2112257,0.07413884,0.07064172,0.7016961,0.1163522,0.8836478,0.478755,0.4569028,0.6946443,0,0.3864134,0,0.2154858,0.1124909,49,167,6072,806.982872200264,2750.32938076416,NA,4,15
"42101009100",2010,"1400000US42101009100","Census Tract 91, Philadelphia County, Pennsylvania",2803,263,127,882,992,"50139",1407,263,1144,267,"11.6",496,496,188,495,352,57,0,153,101,5,0,55,2197,0.1197087,0.0578061,0.4014565,0.4515248,0.1869225,0.8130775,0.2257624,1,0.3790323,0.1149194,0.7111111,0,0.3084677,0.203629,106,152,2246,4719.50133570793,6767.58682101514,0,0,43
"42101009100",2011,"1400000US42101009100","Census Tract 91, Philadelphia County, Pennsylvania",2430,270,74,990,1089,"51250",1377,269,1108,287,"14.6",509,509,204,507,325,35,0,122,69,1,0,30,2380,0.1134454,0.03109244,0.4159664,0.457563,0.1953522,0.8046478,0.2138655,1,0.4007859,0.06876228,0.6410256,0,0.2396857,0.1355599,84,125,2430,3456.79012345679,5144.0329218107,NA,0,54
"42101009100",2012,"1400000US42101009100","Census Tract 91, Philadelphia County, Pennsylvania",2283,351,115,996,840,"50905",1322,285,1037,295,"22.4",525,525,215,512,358,68,0,122,68,2,0,33,2222,0.1579658,0.05175518,0.4482448,0.3780378,0.2155825,0.7844175,0.2362736,1,0.4095238,0.1295238,0.6992188,0,0.232381,0.1295238,79,110,2283,3460.35917652212,4818.22163819536,NA,0,70
"42101009100",2013,"1400000US42101009100","Census Tract 91, Philadelphia County, Pennsylvania",2803,451,120,1006,865,"50280",1285,199,1086,355,"26.2",625,625,259,622,492,103,10,122,78,2,0,33,2357,0.1913449,0.05091218,0.4268137,0.3669919,0.1548638,0.8451362,0.2651676,1,0.4144,0.1648,0.7909968,0.016,0.1952,0.1248,69,132,2419,2852.41835469202,5456.80033071517,NA,0,41
"42101009100",2014,"1400000US42101009100","Census Tract 91, Philadelphia County, Pennsylvania",2675,543,52,1243,838,"44821",1331,257,1074,407,"30.2",655,655,324,655,429,142,14,156,89,4,0,0,2628,0.206621,0.01978691,0.4729833,0.3188737,0.1930879,0.8069121,0.249239,1,0.4946565,0.2167939,0.6549618,0.02137405,0.2381679,0.1358779,53,161,2675,1981.30841121495,6018.69158878505,0,2,67
"42101009100",2015,"1400000US42101009100","Census Tract 91, Philadelphia County, Pennsylvania",2866,593,58,1291,876,"44688",1402,203,1199,396,"35.4",646,646,373,646,372,141,18,161,131,31,0,0,2791,0.2124686,0.02078108,0.4625582,0.313866,0.1447932,0.8552068,0.2314583,1,0.5773994,0.2182663,0.5758514,0.02786378,0.249226,0.2027864,56,112,2866,1953.94277739009,3907.88555478018,0,0,41
"42101009100",2016,"1400000US42101009100","Census Tract 91, Philadelphia County, Pennsylvania",2793,622,48,1252,808,"37202",1436,211,1225,317,"28.1",696,696,445,696,396,106,19,189,158,39,0,0,2721,0.2285924,0.01764057,0.460125,0.2969497,0.1469359,0.8530641,0.2557883,1,0.6393678,0.1522989,0.5689655,0.02729885,0.2715517,0.2270115,63,111,2793,2255.63909774436,3974.22126745435,0,1,40
"42101009100",2017,"1400000US42101009100","Census Tract 91, Philadelphia County, Pennsylvania",2977,598,104,1379,846,"47306",1531,220,1311,333,"16.5",806,806,463,806,465,97,39,231,191,35,0,26,2884,0.2073509,0.03606103,0.4781553,0.2933426,0.1436969,0.8563031,0.279473,1,0.5744417,0.1203474,0.5769231,0.0483871,0.2866005,0.2369727,80,116,2977,2687.26906281491,3896.54014108163,1,0,20
"42101009200",2010,"1400000US42101009200","Census Tract 92, Philadelphia County, Pennsylvania",2884,289,40,2288,60,"19549",1129,383,746,552,"29.0",759,759,225,723,519,143,55,221,100,0,0,40,2677,0.1079567,0.0149421,0.8546881,0.02241315,0.3392383,0.6607617,0.2835263,1,0.2964427,0.1884058,0.7178423,0.07246377,0.2911726,0.1317523,160,155,2701,5923.73195112921,5738.61532765642,NA,0,82
"42101009200",2011,"1400000US42101009200","Census Tract 92, Philadelphia County, Pennsylvania",3544,326,56,2614,489,"19076",1225,370,855,642,"39.3",1034,861,312,1003,594,158,74,388,108,1,0,45,3475,0.09381295,0.01611511,0.7522302,0.1407194,0.3020408,0.6979592,0.297554,0.8326886,0.3623693,0.1528046,0.5922233,0.07156673,0.3752418,0.1044487,151,200,3544,4260.7223476298,5643.34085778781,NA,0,89
"42101009200",2012,"1400000US42101009200","Census Tract 92, Philadelphia County, Pennsylvania",3521,234,42,2777,447,"22083",1279,448,831,687,"39.2",1017,910,393,1006,596,125,19,291,139,0,0,0,3458,0.06766917,0.01214575,0.8030654,0.1292655,0.3502737,0.6497263,0.2941006,0.8947886,0.4318681,0.1229105,0.5924453,0.0186824,0.2861357,0.1366765,147,178,3521,4174.95029821074,5055.38199375177,NA,0,116
"42101009200",2013,"1400000US42101009200","Census Tract 92, Philadelphia County, Pennsylvania",2884,449,52,2388,416,"35469",1211,440,771,682,"34.9",925,837,371,904,523,116,0,245,132,0,0,0,3253,0.1380264,0.01598524,0.7340916,0.127882,0.3633361,0.6366639,0.2843529,0.9048649,0.4432497,0.1254054,0.5785398,0,0.2648649,0.1427027,135,147,3354,4025.04472271914,4382.82647584973,NA,2,95
"42101009200",2014,"1400000US42101009200","Census Tract 92, Philadelphia County, Pennsylvania",3316,443,10,2299,512,"27632",1202,334,868,584,"40.6",906,846,383,874,527,126,0,232,135,0,0,0,3254,0.1361401,0.003073141,0.7065151,0.1573448,0.2778702,0.7221298,0.2784266,0.9337748,0.4527187,0.1390728,0.6029748,0,0.2560706,0.1490066,136,131,3316,4101.32689987937,3950.54282267792,NA,1,153
"42101009200",2015,"1400000US42101009200","Census Tract 92, Philadelphia County, Pennsylvania",3389,404,75,2367,528,"26944",1233,328,905,624,"39.3",935,935,420,909,506,114,0,210,124,0,21,19,3339,0.1209943,0.02246181,0.7088949,0.1581312,0.2660178,0.7339822,0.280024,1,0.4491979,0.1219251,0.5566557,0,0.2245989,0.1326203,142,131,3389,4190.02655650634,3865.44703452346,NA,2,97
"42101009200",2016,"1400000US42101009200","Census Tract 92, Philadelphia County, Pennsylvania",3568,415,78,2476,558,"24740",1248,291,957,628,"38.1",943,943,411,921,539,153,0,209,154,12,19,15,3495,0.1187411,0.0223176,0.7084406,0.1596567,0.2331731,0.7668269,0.269814,1,0.4358431,0.1622481,0.5852334,0,0.2216331,0.1633086,137,110,3568,3839.68609865471,3082.95964125561,NA,1,60
"42101009200",2017,"1400000US42101009200","Census Tract 92, Philadelphia County, Pennsylvania",3590,359,84,2480,639,"27583",1289,329,960,636,"34.3",906,906,366,871,550,151,0,215,146,7,23,15,3523,0.1019018,0.02384332,0.7039455,0.1813795,0.2552366,0.7447634,0.2571672,1,0.4039735,0.1666667,0.6314581,0,0.2373068,0.1611479,147,105,3590,4094.70752089136,2924.79108635097,NA,1,41
"42101009300",2010,"1400000US42101009300","Census Tract 93, Philadelphia County, Pennsylvania",4221,21,0,4101,63,"30750",1688,869,819,908,"34.0",1192,1192,589,1101,666,203,15,406,99,24,0,13,4222,0.004973946,0,0.9713406,0.01492184,0.5148104,0.4851896,0.2823306,1,0.4941275,0.170302,0.6049046,0.01258389,0.340604,0.08305369,182,123,4242,4290.42904290429,2899.5756718529,0,2,190
"42101009300",2011,"1400000US42101009300","Census Tract 93, Philadelphia County, Pennsylvania",3868,22,78,3692,117,"32875",1642,826,816,801,"31.6",920,920,436,830,502,178,0,365,26,27,0,10,3868,0.005687694,0.02016546,0.9544984,0.03024819,0.5030451,0.4969549,0.237849,1,0.473913,0.1934783,0.6048193,0,0.3967391,0.02826087,193,117,3868,4989.65873836608,3024.81902792141,NA,1,204
"42101009300",2012,"1400000US42101009300","Census Tract 93, Philadelphia County, Pennsylvania",3717,20,79,3582,85,"31818",1616,813,803,770,"29.5",870,870,367,824,577,125,24,342,59,21,0,0,3708,0.005393743,0.02130529,0.9660194,0.02292341,0.5030941,0.4969059,0.2346278,1,0.4218391,0.1436782,0.7002427,0.02758621,0.3931034,0.06781609,193,108,3717,5192.35942964756,2905.56900726392,NA,3,230
"42101009300",2013,"1400000US42101009300","Census Tract 93, Philadelphia County, Pennsylvania",4221,21,93,3715,92,"33264",1607,798,809,740,"31.6",907,907,404,858,575,112,34,363,79,10,0,0,3838,0.0054716,0.02423137,0.9679521,0.02397082,0.4965775,0.5034225,0.236321,1,0.4454245,0.123484,0.6701632,0.03748622,0.4002205,0.08710033,178,125,3846,4628.1851274051,3250.13000520021,NA,5,172
"42101009300",2014,"1400000US42101009300","Census Tract 93, Philadelphia County, Pennsylvania",3936,20,98,3758,105,"49605",1609,812,797,706,"21.7",947,947,295,842,588,115,28,390,68,9,0,0,3892,0.005138746,0.02517986,0.9655704,0.02697842,0.5046613,0.4953387,0.2433196,1,0.31151,0.1214361,0.6983373,0.02956705,0.4118268,0.0718057,161,161,3936,4090.44715447154,4090.44715447154,0,6,283
"42101009300",2015,"1400000US42101009300","Census Tract 93, Philadelphia County, Pennsylvania",4215,0,104,4054,114,"44875",1601,748,853,776,"21.3",1130,1130,257,1003,720,179,52,337,103,5,0,0,4173,0,0.02492212,0.9714833,0.02731848,0.467208,0.532792,0.2707884,1,0.2274336,0.1584071,0.7178465,0.0460177,0.2982301,0.09115044,180,127,4215,4270.46263345196,3013.04863582444,0,11,234
"42101009300",2016,"1400000US42101009300","Census Tract 93, Philadelphia County, Pennsylvania",4109,0,0,4032,35,"42636",1615,782,833,770,"21.7",1277,1277,324,1151,790,157,33,303,145,0,0,0,4067,0,0,0.9913941,0.008605852,0.4842105,0.5157895,0.3139907,1,0.2537197,0.1229444,0.6863597,0.02584182,0.2372749,0.1135474,174,113,4109,4234.60696033098,2750.06084205403,1,12,214
"42101009300",2017,"1400000US42101009300","Census Tract 93, Philadelphia County, Pennsylvania",4257,0,0,4168,37,"45724",1665,904,761,815,"19.0",1300,1300,350,1182,740,127,0,298,138,0,0,0,4205,0,0,0.991201,0.008799049,0.5429429,0.4570571,0.3091558,1,0.2692308,0.09769231,0.6260575,0,0.2292308,0.1061538,193,131,4257,4533.70918487198,3077.28447263331,3,12,102
"42101009400",2010,"1400000US42101009400","Census Tract 94, Philadelphia County, Pennsylvania",3827,28,38,3636,0,"22708",1410,491,919,773,"40.2",1032,1032,473,992,650,122,56,382,0,0,0,0,3664,0.007641921,0.01037118,0.9923581,0,0.348227,0.651773,0.2816594,1,0.4583333,0.1182171,0.6552419,0.05426357,0.370155,0,190,93,3749,5068.01813817018,2480.66150973593,0,1,129
"42101009400",2011,"1400000US42101009400","Census Tract 94, Philadelphia County, Pennsylvania",3850,21,41,3696,50,"26296",1585,461,1124,762,"37.3",999,999,439,949,670,70,45,403,9,0,0,0,3767,0.005574728,0.01088399,0.9811521,0.01327316,0.2908517,0.7091483,0.2651978,1,0.4394394,0.07007007,0.7060063,0.04504505,0.4034034,0.009009009,190,67,3850,4935.06493506494,1740.25974025974,NA,1,190
"42101009400",2012,"1400000US42101009400","Census Tract 94, Philadelphia County, Pennsylvania",4027,21,53,3878,34,"25804",1638,495,1143,850,"37.9",1029,1029,448,973,747,108,66,410,25,0,0,0,3933,0.005339436,0.01347572,0.9860158,0.0086448,0.3021978,0.6978022,0.2616323,1,0.4353741,0.1049563,0.7677287,0.06413994,0.3984451,0.02429543,184,102,4027,4569.15818226968,2532.90290538863,NA,0,254
"42101009400",2013,"1400000US42101009400","Census Tract 94, Philadelphia County, Pennsylvania",3827,19,62,3975,62,"22857",1777,558,1219,908,"42.3",1076,1076,477,1005,784,103,59,439,36,0,0,0,4056,0.004684418,0.015286,0.9800296,0.015286,0.3140124,0.6859876,0.265286,1,0.4433086,0.09572491,0.7800995,0.05483271,0.4079926,0.03345725,203,85,4139,4904.56632036724,2053.63614399613,NA,1,151
"42101009400",2014,"1400000US42101009400","Census Tract 94, Philadelphia County, Pennsylvania",4106,12,59,3929,41,"24355",1812,546,1266,869,"40.0",1138,1138,462,1074,860,95,90,542,47,0,0,28,4010,0.002992519,0.01471322,0.9798005,0.01022444,0.3013245,0.6986755,0.2837905,1,0.4059754,0.08347979,0.8007449,0.07908612,0.4762742,0.04130053,143,64,4106,3482.70823185582,1558.69459327813,0,2,162
"42101009400",2015,"1400000US42101009400","Census Tract 94, Philadelphia County, Pennsylvania",4270,0,35,4079,58,"22500",1846,565,1281,946,"42.4",1334,1334,520,1274,1001,157,72,612,105,0,0,32,4169,0,0.008395299,0.9784121,0.01391221,0.3060672,0.6939328,0.3199808,1,0.3898051,0.1176912,0.7857143,0.05397301,0.4587706,0.07871064,189,75,4270,4426.22950819672,1756.44028103044,0,8,221
"42101009400",2016,"1400000US42101009400","Census Tract 94, Philadelphia County, Pennsylvania",4123,0,40,3912,29,"23217",1767,592,1175,927,"41.5",1289,1289,465,1224,886,154,102,503,107,0,0,57,3998,0,0.010005,0.9784892,0.007253627,0.3350311,0.6649689,0.3224112,1,0.3607448,0.1194725,0.7238562,0.07913111,0.390225,0.08301009,167,66,4123,4050.44870240116,1600.77613388309,0,8,154
"42101009400",2017,"1400000US42101009400","Census Tract 94, Philadelphia County, Pennsylvania",4157,0,71,3888,51,"21571",1904,693,1211,926,"45.4",1371,1371,521,1303,923,118,74,577,106,0,0,110,4049,0,0.01753519,0.9602371,0.0125957,0.3639706,0.6360294,0.3386021,1,0.3800146,0.08606856,0.7083653,0.0539752,0.4208607,0.07731583,185,82,4157,4450.32475342795,1972.57637719509,1,3,65
"42101009500",2010,"1400000US42101009500","Census Tract 95, Philadelphia County, Pennsylvania",3313,0,82,3435,13,"26969",1308,490,818,806,"30.1",1085,1085,437,1085,575,149,66,436,111,19,0,43,3510,0,0.02336182,0.9786325,0.003703704,0.3746177,0.6253823,0.3091168,1,0.402765,0.1373272,0.5299539,0.06082949,0.4018433,0.1023041,178,70,3510,5071.22507122507,1994.30199430199,0,1,130
"42101009500",2011,"1400000US42101009500","Census Tract 95, Philadelphia County, Pennsylvania",3339,0,74,3261,15,"30761",1336,553,783,750,"32.0",1083,1083,473,1083,526,107,77,377,116,14,0,49,3339,0,0.02216232,0.9766397,0.004492363,0.4139222,0.5860778,0.3243486,1,0.4367498,0.09879963,0.4856879,0.0710988,0.3481071,0.1071099,170,66,3339,5091.34471398622,1976.63971248877,NA,0,166
"42101009500",2012,"1400000US42101009500","Census Tract 95, Philadelphia County, Pennsylvania",3503,0,78,3416,19,"30913",1367,625,742,737,"35.3",1166,1166,483,1159,652,121,84,410,86,19,0,49,3503,0,0.02226663,0.9751641,0.005423922,0.4572056,0.5427944,0.3328576,1,0.4142367,0.1037736,0.5625539,0.07204117,0.3516295,0.07375643,217,80,3503,6194.69026548673,2283.75677990294,NA,1,222
"42101009500",2013,"1400000US42101009500","Census Tract 95, Philadelphia County, Pennsylvania",3313,0,68,3350,30,"34018",1309,710,599,708,"33.6",1042,1042,404,1020,654,144,74,409,55,20,0,50,3450,0,0.01971014,0.9710145,0.008695652,0.5423988,0.4576012,0.302029,1,0.3877159,0.1381958,0.6411765,0.07101727,0.3925144,0.05278311,148,80,3488,4243.11926605505,2293.57798165138,NA,1,134
"42101009500",2014,"1400000US42101009500","Census Tract 95, Philadelphia County, Pennsylvania",3205,0,16,3116,20,"32284",1335,792,543,637,"31.7",979,979,415,960,655,142,12,504,0,36,0,0,3172,0,0.005044136,0.9823455,0.00630517,0.5932584,0.4067416,0.3086381,1,0.4239019,0.145046,0.6822917,0.01225741,0.514811,0,183,73,3205,5709.82839313573,2277.69110764431,0,1,169
"42101009500",2015,"1400000US42101009500","Census Tract 95, Philadelphia County, Pennsylvania",3229,0,119,3014,129,"32350",1262,742,520,633,"37.9",851,851,444,836,527,175,0,365,21,21,0,34,3198,0,0.03721076,0.942464,0.04033771,0.5879556,0.4120444,0.2661038,1,0.5217391,0.2056404,0.6303828,0,0.4289072,0.02467685,184,65,3229,5698.35862496129,2013.00712294828,0,7,205
"42101009500",2016,"1400000US42101009500","Census Tract 95, Philadelphia County, Pennsylvania",3065,0,138,2819,164,"34797",1269,723,546,624,"32.9",787,787,323,774,474,171,15,312,88,11,0,48,3042,0,0.04536489,0.926693,0.0539119,0.56974,0.43026,0.2587114,1,0.4104193,0.2172808,0.6124031,0.01905972,0.3964422,0.111817,192,74,3065,6264.27406199021,2414.35562805873,1,7,151
"42101009500",2017,"1400000US42101009500","Census Tract 95, Philadelphia County, Pennsylvania",3135,0,155,2856,182,"32951",1277,607,670,639,"35.2",770,770,338,762,430,207,19,156,106,14,0,51,3103,0,0.04995166,0.9203996,0.05865292,0.4753328,0.5246672,0.248147,1,0.438961,0.2688312,0.5643045,0.02467532,0.2025974,0.1376623,183,79,3135,5837.32057416268,2519.93620414673,0,10,74
"42101009600",2010,"1400000US42101009600","Census Tract 96, Philadelphia County, Pennsylvania",4238,66,233,3998,44,"27144",1682,781,901,901,"23.3",1245,1245,384,1229,708,147,94,424,27,67,0,184,4359,0.01514109,0.05345263,0.9171828,0.01009406,0.4643282,0.5356718,0.285616,1,0.3084337,0.1180723,0.5760781,0.07550201,0.3405622,0.02168675,164,125,4367,3755.43851614381,2862.37691779253,NA,1,193
"42101009600",2011,"1400000US42101009600","Census Tract 96, Philadelphia County, Pennsylvania",4813,41,87,4491,52,"30078",1753,763,990,876,"19.2",1283,1283,342,1283,850,139,162,461,12,167,0,40,4791,0.008557712,0.01815905,0.9373826,0.01085368,0.4352539,0.5647461,0.2677938,1,0.2665627,0.1083398,0.6625097,0.1262666,0.3593141,0.009353079,217,103,4813,4508.62248078122,2140.03739871182,NA,2,184
"42101009600",2012,"1400000US42101009600","Census Tract 96, Philadelphia County, Pennsylvania",4348,49,82,4095,48,"27222",1684,751,933,882,"31.0",1094,1094,313,1082,728,116,97,370,61,99,0,39,4330,0.0113164,0.01893764,0.9457275,0.01108545,0.445962,0.554038,0.2526559,1,0.286106,0.1060329,0.6728281,0.08866545,0.3382084,0.05575868,194,128,4348,4461.82152713891,2943.88224471021,NA,3,139
